label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
"""ROCK""",0.1549624502658844,0.6600141525268555,-1.3120992292670053e-08,0.2519175112247467,0.6466947197914124,-0.047851961106061935,0.34646445512771606,0.5790749788284302,-0.06135734170675278,0.41591572761535645,0.51542067527771,-0.07086430490016937,0.4703909158706665,0.4735337495803833,-0.0769956037402153,0.33618590235710144,0.40520596504211426,-0.032472606748342514,0.3687770664691925,0.2819320261478424,-0.06205051764845848,0.3873397707939148,0.20390397310256958,-0.08131363242864609,0.40430209040641785,0.13291966915130615,-0.09649135917425156,0.2727092504501343,0.37793323397636414,-0.02898695506155491,0.27383261919021606,0.3133213222026825,-0.09081484377384186,0.25364524126052856,0.42032572627067566,-0.11682101339101791,0.24963094294071198,0.49370014667510986,-0.12254340946674347,0.20974226295948029,0.3731018006801605,-0.031663089990615845,0.20339077711105347,0.2964811325073242,-0.09254341572523117,0.19677649438381195,0.4010023772716522,-0.10290040820837021,0.20298993587493896,0.4705580174922943,-0.09646658599376678,0.14719870686531067,0.38380953669548035,-0.037870679050683975,0.14478209614753723,0.28671425580978394,-0.07693948596715927,0.13929614424705505,0.24949966371059418,-0.08677436411380768,0.1450435370206833,0.1996414065361023,-0.08809002488851547
"""ROCK""",0.6248419284820557,0.8315994739532471,-6.415875759557821e-07,0.5007739067077637,0.8431536555290222,-0.05701012164354324,0.3665415346622467,0.7625229358673096,-0.08894497156143188,0.2768492102622986,0.6889936923980713,-0.1248430386185646,0.20192798972129822,0.6337761282920837,-0.15834306180477142,0.3866839110851288,0.49017465114593506,-0.034094858914613724,0.33741995692253113,0.3334909975528717,-0.07135270535945892,0.3080544173717499,0.24421900510787964,-0.08778274804353714,0.2851904630661011,0.16104963421821594,-0.09639561921358109,0.4551430344581604,0.4536173343658447,-0.034962281584739685,0.39591288566589355,0.39944106340408325,-0.12177165597677231,0.4245263934135437,0.558611273765564,-0.15145733952522278,0.45279183983802795,0.6813212633132935,-0.14505711197853088,0.5320188999176025,0.4369306266307831,-0.04302709922194481,0.47981756925582886,0.3893190324306488,-0.12756380438804626,0.49805548787117004,0.5474615097045898,-0.1364157795906067,0.5140799880027771,0.6623584032058716,-0.11141594499349594,0.6134943962097168,0.4291689991950989,-0.05528764799237251,0.573401689529419,0.28050363063812256,-0.10303379595279694,0.5525175333023071,0.18885082006454468,-0.11311395466327667,0.530717670917511,0.09573769569396973,-0.10619519650936127
"""ROCK""",0.4545198082923889,0.7920623421669006,-6.591835699509829e-07,0.5716996192932129,0.7156316041946411,0.02676410600543022,0.6430047154426575,0.5945693254470825,0.04294320195913315,0.6710855960845947,0.4713677763938904,0.06402316689491272,0.702820897102356,0.39852631092071533,0.08320804685354233,0.5919204950332642,0.4894147217273712,-0.049851030111312866,0.5734815001487732,0.2826940417289734,-0.060100361704826355,0.5549522638320923,0.15240880846977234,-0.0714116245508194,0.5409353375434875,0.057751625776290894,-0.08368782699108124,0.5031817555427551,0.46882617473602295,-0.05695466697216034,0.4903177320957184,0.3428940773010254,-0.03486204147338867,0.4883425533771515,0.39779943227767944,-0.015408840961754322,0.49808093905448914,0.4562244713306427,-0.01774671860039234,0.4248722195625305,0.4806666076183319,-0.05711856111884117,0.4208640456199646,0.37818974256515503,-0.03313516452908516,0.42437928915023804,0.4229590892791748,-0.013234103098511696,0.43137097358703613,0.4713202118873596,-0.016267970204353333,0.349226713180542,0.5054927468299866,-0.05426611006259918,0.34012943506240845,0.3368481695652008,-0.04980114847421646,0.33225733041763306,0.2612706422805786,-0.0442810021340847,0.3294849395751953,0.20004835724830627,-0.04763684421777725
"""ROCK""",0.3759901523590088,0.8383192420005798,-6.339124638543581e-07,0.2958599328994751,0.7640690207481384,0.03251037374138832,0.2379680722951889,0.6656323671340942,0.03479941561818123,0.19564327597618103,0.5783198475837708,0.03298092633485794,0.1494399607181549,0.540174663066864,0.02481323480606079,0.27134832739830017,0.5635247826576233,-0.04229952022433281,0.2852734923362732,0.4106351137161255,-0.05628878250718117,0.2974346876144409,0.3165808320045471,-0.06270301342010498,0.3078536093235016,0.24779319763183594,-0.06839032471179962,0.33368873596191406,0.5576544404029846,-0.05687550827860832,0.37027508020401,0.45547863841056824,-0.04692750796675682,0.3767872154712677,0.5050867795944214,-0.02686242386698723,0.3695526123046875,0.5427799820899963,-0.01977505348622799,0.3991052508354187,0.5755431056022644,-0.06461653858423233,0.43282970786094666,0.4797796607017517,-0.05010146275162697,0.4339173138141632,0.523072361946106,-0.025783559307456017,0.4212839603424072,0.5588542819023132,-0.017318041995167732,0.4579870402812958,0.6019467115402222,-0.06873974204063416,0.4931175112724304,0.46139267086982727,-0.07188712060451508,0.5096101760864258,0.39734750986099243,-0.0652361810207367,0.5171529054641724,0.3425217866897583,-0.061914149671792984
"""PAZ""",0.2863471508026123,0.8563156127929688,5.660172064381186e-07,0.348168283700943,0.815406322479248,-0.04378625750541687,0.3778545558452606,0.7421630024909973,-0.06581749022006989,0.3384896516799927,0.6925297975540161,-0.08929597586393356,0.2905006408691406,0.6515189409255981,-0.11161895096302032,0.3594525158405304,0.543502926826477,-0.0397103913128376,0.3892471492290497,0.4195297956466675,-0.07207891345024109,0.40753117203712463,0.35233187675476074,-0.09120786935091019,0.42030882835388184,0.2893368899822235,-0.10370304435491562,0.292195200920105,0.5441627502441406,-0.047991491854190826,0.2638412415981293,0.3950360417366028,-0.09289673715829849,0.24535530805587769,0.3104557693004608,-0.11994634568691254,0.22849425673484802,0.23819458484649658,-0.1312532126903534,0.2357701063156128,0.5890195965766907,-0.06097282096743584,0.221455916762352,0.5564162135124207,-0.1289488822221756,0.25025883316993713,0.6528431177139282,-0.1476365327835083,0.27340370416641235,0.7196377515792847,-0.1405400186777115,0.19103531539440155,0.6586202383041382,-0.07601907849311829,0.1888614445924759,0.662032961845398,-0.13000646233558655,0.2216719388961792,0.7314494252204895,-0.13680575788021088,0.250958114862442,0.779605507850647,-0.1287146955728531
"""PAZ""",0.22708728909492493,0.8442339301109314,-2.1134246708243154e-07,0.18743334710597992,0.7047034502029419,0.03735337033867836,0.19171515107154846,0.5955881476402283,0.04159316048026085,0.23505708575248718,0.5202651023864746,0.039575692266225815,0.2807634472846985,0.4984787702560425,0.03740738332271576,0.20327499508857727,0.5284515619277954,-0.023070339113473892,0.20665040612220764,0.39726707339286804,-0.04852202907204628,0.2065925896167755,0.3097735643386841,-0.0629352331161499,0.20810914039611816,0.24494343996047974,-0.06920704245567322,0.25540629029273987,0.5389753580093384,-0.04407476261258125,0.3098241984844208,0.3795859217643738,-0.06748729944229126,0.346328467130661,0.2880720794200897,-0.07602138072252274,0.3726556897163391,0.2251201570034027,-0.08014033734798431,0.3137523829936981,0.5765671133995056,-0.05566861853003502,0.3606317341327667,0.4931391477584839,-0.054637543857097626,0.3515678942203522,0.5258470177650452,-0.03208816051483154,0.33752378821372986,0.5577962398529053,-0.013798731379210949,0.3627469837665558,0.6314671635627747,-0.06512678414583206,0.3969288766384125,0.5585874915122986,-0.04154619947075844,0.3845313489437103,0.587523341178894,-0.004948102403432131,0.36995482444763184,0.6218806505203247,0.023567281663417816
"""PAZ""",0.6790201663970947,0.9236330986022949,3.797417775786016e-07,0.6035849452018738,0.9169028997421265,-0.050957415252923965,0.5398563146591187,0.860506534576416,-0.08331754058599472,0.5489475131034851,0.7990864515304565,-0.11472848057746887,0.5896889567375183,0.7445977926254272,-0.14231522381305695,0.5301213264465332,0.667122483253479,-0.047806303948163986,0.48195165395736694,0.5631213784217834,-0.09162966161966324,0.4532994031906128,0.5002329349517822,-0.11929627507925034,0.43115758895874023,0.4423699975013733,-0.13556016981601715,0.5936305522918701,0.6385685205459595,-0.05075183883309364,0.5795930624008179,0.49403995275497437,-0.09064992517232895,0.5718806982040405,0.40845125913619995,-0.11192704737186432,0.5669759511947632,0.3369885981082916,-0.12090554088354111,0.6565374732017517,0.6539933085441589,-0.05988425761461258,0.6500471830368042,0.6062564849853516,-0.11742255836725235,0.6416508555412292,0.7101784944534302,-0.12325017154216766,0.6385326385498047,0.7859543561935425,-0.11083846539258957,0.7174222469329834,0.6977041959762573,-0.07309695333242416,0.7084536552429199,0.6986141204833984,-0.12011098861694336,0.6906135678291321,0.7788839936256409,-0.11911237239837646,0.6813539862632751,0.8394079804420471,-0.10624618083238602
"""PAZ""",0.6832568049430847,0.9059324264526367,5.36713230303576e-07,0.7291574478149414,0.7867510914802551,0.026571262627840042,0.7172733545303345,0.680072546005249,0.02153044007718563,0.6616045832633972,0.625372588634491,0.010792303830385208,0.6100000143051147,0.6100074648857117,-0.003329370403662324,0.7096052765846252,0.635672926902771,-0.03833124041557312,0.6992142796516418,0.48576584458351135,-0.06380991637706757,0.6982123851776123,0.3975532054901123,-0.08173051476478577,0.6991612911224365,0.3313060998916626,-0.09437180310487747,0.6491649746894836,0.6512340903282166,-0.05536627769470215,0.5916774272918701,0.49152618646621704,-0.06888116151094437,0.559228241443634,0.39933446049690247,-0.07637783885002136,0.534532904624939,0.33685967326164246,-0.0860951840877533,0.593550980091095,0.6848477721214294,-0.06447483599185944,0.5488944053649902,0.5709502696990967,-0.05223112553358078,0.568366527557373,0.6117968559265137,-0.02636532112956047,0.5876327753067017,0.6520323753356934,-0.012939194217324257,0.5483461618423462,0.7340184450149536,-0.07294220477342606,0.5227386951446533,0.6689828634262085,-0.05795767903327942,0.536785364151001,0.6987735033035278,-0.03373462334275246,0.5524774193763733,0.7233560681343079,-0.01640281453728676
"""PAZ""",0.629744291305542,0.7346714735031128,5.935639251219982e-07,0.6525391936302185,0.6113106608390808,0.03867847099900246,0.631007194519043,0.5304241180419922,0.04243580996990204,0.5855007171630859,0.4847777783870697,0.03621237352490425,0.5453687906265259,0.4758893847465515,0.02845687046647072,0.6148249506950378,0.4790487587451935,-0.0010949964635074139,0.5947115421295166,0.3609389066696167,-0.0178225040435791,0.5849535465240479,0.2893749177455902,-0.027831511572003365,0.581352949142456,0.2357877492904663,-0.03275781124830246,0.560707688331604,0.4900088906288147,-0.02289189025759697,0.5083996057510376,0.36470717191696167,-0.04071534052491188,0.46959370374679565,0.28393274545669556,-0.05146007612347603,0.4415509104728699,0.23412078619003296,-0.05728507786989212,0.5109454989433289,0.524353563785553,-0.0366954542696476,0.4727720022201538,0.4673107862472534,-0.028037583455443382,0.48938310146331787,0.49344387650489807,-0.005491361487656832,0.5057920217514038,0.5228407979011536,0.011044272221624851,0.47284531593322754,0.5775510668754578,-0.04905140399932861,0.4512861371040344,0.5501113533973694,-0.02475883439183235,0.4661305844783783,0.5731456279754639,0.004689918365329504,0.4812069237232208,0.5965820550918579,0.027671976014971733
"""PAZ""",0.7348231673240662,0.8722955584526062,-1.2351410560995646e-08,0.6669343113899231,0.8438120484352112,-0.0458347350358963,0.6100485324859619,0.7564907670021057,-0.07145587354898453,0.6318159103393555,0.6760160326957703,-0.09728408604860306,0.6863135695457458,0.6233876347541809,-0.12000192701816559,0.6169962286949158,0.5710391402244568,-0.03197380155324936,0.5683001279830933,0.45489388704299927,-0.07070363312959671,0.5388508439064026,0.3884338140487671,-0.09748687595129013,0.5201469659805298,0.3296833038330078,-0.11477871984243393,0.6821028590202332,0.5471611618995667,-0.0364254005253315,0.6628012657165527,0.3829287886619568,-0.07288794219493866,0.6524076461791992,0.29348674416542053,-0.09320086985826492,0.6465545892715454,0.22057318687438965,-0.1024090051651001,0.7447441220283508,0.5701116919517517,-0.04731643199920654,0.7379668951034546,0.5072630643844604,-0.10583312809467316,0.7252285480499268,0.6095888614654541,-0.11296795308589935,0.7187620997428894,0.6842555999755859,-0.1020871251821518,0.8049886226654053,0.6231751441955566,-0.061779461801052094,0.7895312309265137,0.6032096147537231,-0.1109774261713028,0.7674136757850647,0.6793831586837769,-0.10967521369457245,0.752953052520752,0.7392688989639282,-0.09744884818792343
